x,t,u
0.57,1.02,0.136097
0.58,1.02,0.140302
0.59,1.02,0.14455
0.6,1.02,0.14884
0.61,1.02,0.153171
0.62,1.02,0.157542
0.63,1.02,0.161952
0.64,1.02,0.1664
0.65,1.02,0.170885
0.66,1.02,0.175406
0.67,1.02,0.179962
0.68,1.02,0.184552
0.69,1.02,0.189175
0.7,1.02,0.19383
0.71,1.02,0.198516
0.72,1.02,0.203232
0.73,1.02,0.207977
0.74,1.02,0.21275
0.75,1.02,0.21755
0.76,1.02,0.222376
0.77,1.02,0.227227
0.78,1.02,0.232102
0.79,1.02,0.237
0.8,1.02,0.24192
0.81,1.02,0.246861
0.82,1.02,0.251822
0.83,1.02,0.256802
0.84,1.02,0.2618
0.85,1.02,0.266815
0.86,1.02,0.271846
0.87,1.02,0.276892
0.88,1.02,0.281952
0.89,1.02,0.287025
0.9,1.02,0.29211
0.91,1.02,0.297206
0.92,1.02,0.302312
0.93,1.02,0.307427
0.94,1.02,0.31255
0.95,1.02,0.31768
0.96,1.02,0.322816
0.97,1.02,0.327957
0.98,1.02,0.333102
0.99,1.02,0.33825
1,1.02,0.3434
1.01,1.02,0.348551
1.02,1.02,0.353702
1.03,1.02,0.358886
1.04,1.02,0.364137
1.05,1.02,0.369455
1.06,1.02,0.374839
1.07,1.02,0.38029
1.08,1.02,0.385808
1.09,1.02,0.391392
1.1,1.02,0.397043
1.11,1.02,0.402761
1.12,1.02,0.408545
1.13,1.02,0.414396
1.14,1.02,0.420314
1.15,1.02,0.426298
1.16,1.02,0.432349
1.17,1.02,0.438467
1.18,1.02,0.444651
1.19,1.02,0.450902
1.2,1.02,0.45722
1.21,1.02,0.463604
1.22,1.02,0.470055
1.23,1.02,0.476573
1.24,1.02,0.483157
1.25,1.02,0.489808
1.26,1.02,0.496526
1.27,1.02,0.50331
1.28,1.02,0.510161
1.29,1.02,0.517079
1.3,1.02,0.524063
1.31,1.02,0.531114
1.32,1.02,0.538232
1.33,1.02,0.545416
1.34,1.02,0.552667
1.35,1.02,0.559985
1.36,1.02,0.567369
1.37,1.02,0.57482
1.38,1.02,0.582338
1.39,1.02,0.589922
1.4,1.02,0.597573
1.41,1.02,0.605291
1.42,1.02,0.613075
1.43,1.02,0.620926
1.44,1.02,0.628844
1.45,1.02,0.636828
1.46,1.02,0.644879
1.47,1.02,0.652997
1.48,1.02,0.661181
1.49,1.02,0.669432
1.5,1.02,0.67775
1.51,1.02,0.686134
1.52,1.02,0.694585
1.53,1.02,0.703103
1.54,1.02,0.711687
1.55,1.02,0.720338
1.56,1.02,0.729056
1.57,1.02,0.73784
1.58,1.02,0.746691
1.59,1.02,0.755609
1.6,1.02,0.764593
1.61,1.02,0.773644
1.62,1.02,0.782762
1.63,1.02,0.791946
1.64,1.02,0.801197
1.65,1.02,0.810515
1.66,1.02,0.819899
1.67,1.02,0.82935
1.68,1.02,0.838868
1.69,1.02,0.848452
1.7,1.02,0.858103
1.71,1.02,0.867821
1.72,1.02,0.877605
1.73,1.02,0.887456
1.74,1.02,0.897374
1.75,1.02,0.907358
1.76,1.02,0.917409
1.77,1.02,0.927527
1.78,1.02,0.937711
1.79,1.02,0.947962
1.8,1.02,0.95828
1.81,1.02,0.968664
1.82,1.02,0.979115
1.83,1.02,0.989633
1.84,1.02,1.00022
1.85,1.02,1.01087
1.86,1.02,1.02159
1.87,1.02,1.03237
1.88,1.02,1.04322
1.89,1.02,1.05414
1.9,1.02,1.06512
1.91,1.02,1.07617
1.92,1.02,1.08729
1.93,1.02,1.09848
1.94,1.02,1.10973
1.95,1.02,1.12105
1.96,1.02,1.13243
1.97,1.02,1.14388
1.98,1.02,1.1554
1.99,1.02,1.16698
0,1.03,0
0.01,1.03,0.000102
0.02,1.03,0.000305
0.03,1.03,0.000608
0.04,1.03,0.00101
0.05,1.03,0.00151
0.06,1.03,0.002107
0.07,1.03,0.0028
0.08,1.03,0.003588
0.09,1.03,0.00447
0.1,1.03,0.005445
0.11,1.03,0.006512
0.12,1.03,0.00767
0.13,1.03,0.008918
0.14,1.03,0.010255
0.15,1.03,0.01168
0.16,1.03,0.013192
0.17,1.03,0.01479
0.18,1.03,0.016473
0.19,1.03,0.01824
0.2,1.03,0.02009
0.21,1.03,0.022022
0.22,1.03,0.024035
0.23,1.03,0.026128
0.24,1.03,0.0283
0.25,1.03,0.03055
0.26,1.03,0.032877
0.27,1.03,0.03528
0.28,1.03,0.037758
0.29,1.03,0.04031
0.3,1.03,0.042935
0.31,1.03,0.045632
0.32,1.03,0.0484
0.33,1.03,0.051238
0.34,1.03,0.054145
0.35,1.03,0.05712
0.36,1.03,0.060162
0.37,1.03,0.06327
0.38,1.03,0.066443
0.39,1.03,0.06968
0.4,1.03,0.07298
0.41,1.03,0.076342
0.42,1.03,0.079765
0.43,1.03,0.083248
0.44,1.03,0.08679
0.45,1.03,0.09039
0.46,1.03,0.094047
0.47,1.03,0.09776
0.48,1.03,0.101528
0.49,1.03,0.10535
0.5,1.03,0.109225
0.51,1.03,0.113152
0.52,1.03,0.11713
0.53,1.03,0.121158
0.54,1.03,0.125235
0.55,1.03,0.12936
0.56,1.03,0.133532
0.57,1.03,0.13775
0.58,1.03,0.142013
0.59,1.03,0.14632
0.6,1.03,0.15067
0.61,1.03,0.155062
0.62,1.03,0.159495
0.63,1.03,0.163968
0.64,1.03,0.16848
0.65,1.03,0.17303
0.66,1.03,0.177617
0.67,1.03,0.18224
0.68,1.03,0.186898
0.69,1.03,0.19159
0.7,1.03,0.196315
0.71,1.03,0.201072
0.72,1.03,0.20586
0.73,1.03,0.210678
0.74,1.03,0.215525
0.75,1.03,0.2204
0.76,1.03,0.225302
0.77,1.03,0.23023
0.78,1.03,0.235183
0.79,1.03,0.24016
0.8,1.03,0.24516
0.81,1.03,0.250182
0.82,1.03,0.255225
0.83,1.03,0.260288
0.84,1.03,0.26537
0.85,1.03,0.27047
0.86,1.03,0.275587
0.87,1.03,0.28072
0.88,1.03,0.285868
0.89,1.03,0.29103
0.9,1.03,0.296205
0.91,1.03,0.301392
0.92,1.03,0.30659
0.93,1.03,0.311798
0.94,1.03,0.317015
0.95,1.03,0.32224
0.96,1.03,0.327472
0.97,1.03,0.33271
0.98,1.03,0.337953
0.99,1.03,0.3432
1,1.03,0.34845
1.01,1.03,0.353702
1.02,1.03,0.358955
1.03,1.03,0.364208
1.04,1.03,0.369494
1.05,1.03,0.374847
1.06,1.03,0.380267
1.07,1.03,0.385753
1.08,1.03,0.391306
1.09,1.03,0.396926
1.1,1.03,0.402612
1.11,1.03,0.408365
1.12,1.03,0.414185
1.13,1.03,0.420071
1.14,1.03,0.426024
1.15,1.03,0.432044
1.16,1.03,0.43813
1.17,1.03,0.444283
1.18,1.03,0.450503
1.19,1.03,0.456789
1.2,1.03,0.463142
1.21,1.03,0.469562
1.22,1.03,0.476048
1.23,1.03,0.482601
1.24,1.03,0.489221
1.25,1.03,0.495907
1.26,1.03,0.50266
1.27,1.03,0.50948
1.28,1.03,0.516366
1.29,1.03,0.523319
1.3,1.03,0.530339
1.31,1.03,0.537425
1.32,1.03,0.544578
1.33,1.03,0.551798
1.34,1.03,0.559084
1.35,1.03,0.566437
1.36,1.03,0.573857
1.37,1.03,0.581343
1.38,1.03,0.588896
1.39,1.03,0.596516
1.4,1.03,0.604202
1.41,1.03,0.611955
1.42,1.03,0.619775
1.43,1.03,0.627661
1.44,1.03,0.635614
1.45,1.03,0.643634
1.46,1.03,0.65172
1.47,1.03,0.659873
1.48,1.03,0.668093
1.49,1.03,0.676379
1.5,1.03,0.684732
1.51,1.03,0.693152
1.52,1.03,0.701638
1.53,1.03,0.710191
1.54,1.03,0.718811
1.55,1.03,0.727497
1.56,1.03,0.73625
1.57,1.03,0.74507
1.58,1.03,0.753956
1.59,1.03,0.762909
1.6,1.03,0.771929
1.61,1.03,0.781015
1.62,1.03,0.790168
1.63,1.03,0.799388
1.64,1.03,0.808674
1.65,1.03,0.818027
1.66,1.03,0.827447
1.67,1.03,0.836933
1.68,1.03,0.846486
1.69,1.03,0.856106
1.7,1.03,0.865792
1.71,1.03,0.875545
1.72,1.03,0.885365
1.73,1.03,0.895251
1.74,1.03,0.905204
1.75,1.03,0.915224
1.76,1.03,0.92531
1.77,1.03,0.935463
1.78,1.03,0.945683
1.79,1.03,0.955969
1.8,1.03,0.966322
1.81,1.03,0.976742
1.82,1.03,0.987228
1.83,1.03,0.997781
1.84,1.03,1.0084
1.85,1.03,1.01909
1.86,1.03,1.02984
1.87,1.03,1.04066
1.88,1.03,1.05155
1.89,1.03,1.0625
1.9,1.03,1.07352
1.91,1.03,1.08461
1.92,1.03,1.09576
1.93,1.03,1.10698
1.94,1.03,1.11826
1.95,1.03,1.12962
1.96,1.03,1.14104
1.97,1.03,1.15252
1.98,1.03,1.16408
1.99,1.03,1.1757
0,1.04,0
0.01,1.04,0.000103
0.02,1.04,0.000308
0.03,1.04,0.000614
0.04,1.04,0.00102
0.05,1.04,0.001525
0.06,1.04,0.002128
0.07,1.04,0.002828
0.08,1.04,0.003624
0.09,1.04,0.004515
0.1,1.04,0.0055
0.11,1.04,0.006578
0.12,1.04,0.007748
0.13,1.04,0.009009
0.14,1.04,0.01036
0.15,1.04,0.0118
0.16,1.04,0.013328
0.17,1.04,0.014943
0.18,1.04,0.016644
0.19,1.04,0.01843
0.2,1.04,0.0203
0.21,1.04,0.022253
0.22,1.04,0.024288
0.23,1.04,0.026404
0.24,1.04,0.0286
0.25,1.04,0.030875
0.26,1.04,0.033228
0.27,1.04,0.035658
0.28,1.04,0.038164
0.29,1.04,0.040745
0.3,1.04,0.0434
0.31,1.04,0.046128
0.32,1.04,0.048928
0.33,1.04,0.051799
0.34,1.04,0.05474
0.35,1.04,0.05775
0.36,1.04,0.060828
0.37,1.04,0.063973
0.38,1.04,0.067184
0.39,1.04,0.07046
0.4,1.04,0.0738
0.41,1.04,0.077203
0.42,1.04,0.080668
0.43,1.04,0.084194
0.44,1.04,0.08778
0.45,1.04,0.091425
0.46,1.04,0.095128
0.47,1.04,0.098888
0.48,1.04,0.102704
0.49,1.04,0.106575
0.5,1.04,0.1105
0.51,1.04,0.114478
0.52,1.04,0.118508
0.53,1.04,0.122589
0.54,1.04,0.12672
0.55,1.04,0.1309
0.56,1.04,0.135128
0.57,1.04,0.139403
0.58,1.04,0.143724
0.59,1.04,0.14809
0.6,1.04,0.1525
0.61,1.04,0.156953
0.62,1.04,0.161448
0.63,1.04,0.165984
0.64,1.04,0.17056
0.65,1.04,0.175175
0.66,1.04,0.179828
0.67,1.04,0.184518
0.68,1.04,0.189244
0.69,1.04,0.194005
0.7,1.04,0.1988
0.71,1.04,0.203628
0.72,1.04,0.208488
0.73,1.04,0.213379
0.74,1.04,0.2183
0.75,1.04,0.22325
0.76,1.04,0.228228
0.77,1.04,0.233233
0.78,1.04,0.238264
0.79,1.04,0.24332
0.8,1.04,0.2484
0.81,1.04,0.253503
0.82,1.04,0.258628
0.83,1.04,0.263774
0.84,1.04,0.26894
0.85,1.04,0.274125
0.86,1.04,0.279328
0.87,1.04,0.284548
0.88,1.04,0.289784
0.89,1.04,0.295035
0.9,1.04,0.3003
0.91,1.04,0.305578
0.92,1.04,0.310868
0.93,1.04,0.316169
0.94,1.04,0.32148
0.95,1.04,0.3268
0.96,1.04,0.332128
0.97,1.04,0.337463
0.98,1.04,0.342804
0.99,1.04,0.34815
1,1.04,0.3535
1.01,1.04,0.358853
1.02,1.04,0.364208
1.03,1.04,0.369564
1.04,1.04,0.37492
1.05,1.04,0.380309
1.06,1.04,0.385765
1.07,1.04,0.391288
1.08,1.04,0.396877
1.09,1.04,0.402533
1.1,1.04,0.408256
1.11,1.04,0.414045
1.12,1.04,0.419901
1.13,1.04,0.425824
1.14,1.04,0.431813
1.15,1.04,0.437869
1.16,1.04,0.443992
1.17,1.04,0.450181
1.18,1.04,0.456437
1.19,1.04,0.46276
1.2,1.04,0.469149
1.21,1.04,0.475605
1.22,1.04,0.482128
1.23,1.04,0.488717
1.24,1.04,0.495373
1.25,1.04,0.502096
1.26,1.04,0.508885
1.27,1.04,0.515741
1.28,1.04,0.522664
1.29,1.04,0.529653
1.3,1.04,0.536709
1.31,1.04,0.543832
1.32,1.04,0.551021
1.33,1.04,0.558277
1.34,1.04,0.5656
1.35,1.04,0.572989
1.36,1.04,0.580445
1.37,1.04,0.587968
1.38,1.04,0.595557
1.39,1.04,0.603213
1.4,1.04,0.610936
1.41,1.04,0.618725
1.42,1.04,0.626581
1.43,1.04,0.634504
1.44,1.04,0.642493
1.45,1.04,0.650549
1.46,1.04,0.658672
1.47,1.04,0.666861
1.48,1.04,0.675117
1.49,1.04,0.68344
1.5,1.04,0.691829
1.51,1.04,0.700285
1.52,1.04,0.708808
1.53,1.04,0.717397
1.54,1.04,0.726053
1.55,1.04,0.734776
1.56,1.04,0.743565
1.57,1.04,0.752421
1.58,1.04,0.761344
1.59,1.04,0.770333
1.6,1.04,0.779389
1.61,1.04,0.788512
1.62,1.04,0.797701
1.63,1.04,0.806957
1.64,1.04,0.81628
1.65,1.04,0.825669
1.66,1.04,0.835125
1.67,1.04,0.844648
1.68,1.04,0.854237
1.69,1.04,0.863893
1.7,1.04,0.873616
1.71,1.04,0.883405
1.72,1.04,0.893261
1.73,1.04,0.903184
1.74,1.04,0.913173
1.75,1.04,0.923229
1.76,1.04,0.933352
1.77,1.04,0.943541
1.78,1.04,0.953797
1.79,1.04,0.96412
1.8,1.04,0.974509
1.81,1.04,0.984965
1.82,1.04,0.995488
1.83,1.04,1.00608
1.84,1.04,1.01673
1.85,1.04,1.02746
1.86,1.04,1.03825
1.87,1.04,1.0491
1.88,1.04,1.06002
1.89,1.04,1.07101
1.9,1.04,1.08207
1.91,1.04,1.09319
1.92,1.04,1.10438
1.93,1.04,1.11564
1.94,1.04,1.12696
1.95,1.04,1.13835
1.96,1.04,1.14981
1.97,1.04,1.16133
1.98,1.04,1.17292
1.99,1.04,1.18457
0,1.05,0
0.01,1.05,0.000104
0.02,1.05,0.000311
0.03,1.05,0.00062
0.04,1.05,0.00103
0.05,1.05,0.00154
0.06,1.05,0.002149
0.07,1.05,0.002856
0.08,1.05,0.00366
0.09,1.05,0.00456
0.1,1.05,0.005555
0.11,1.05,0.006644
0.12,1.05,0.007826
0.13,1.05,0.0091
0.14,1.05,0.010465
0.15,1.05,0.01192
0.16,1.05,0.013464
0.17,1.05,0.015096
0.18,1.05,0.016815
0.19,1.05,0.01862
0.2,1.05,0.02051
0.21,1.05,0.022484
0.22,1.05,0.024541
0.23,1.05,0.02668
0.24,1.05,0.0289
0.25,1.05,0.0312
0.26,1.05,0.033579
0.27,1.05,0.036036
0.28,1.05,0.03857
0.29,1.05,0.04118
0.3,1.05,0.043865
0.31,1.05,0.046624
0.32,1.05,0.049456
0.33,1.05,0.05236
0.34,1.05,0.055335
0.35,1.05,0.05838
0.36,1.05,0.061494
0.37,1.05,0.064676
0.38,1.05,0.067925
0.39,1.05,0.07124
0.4,1.05,0.07462
0.41,1.05,0.078064
0.42,1.05,0.081571
0.43,1.05,0.08514
0.44,1.05,0.08877
0.45,1.05,0.09246
0.46,1.05,0.096209
0.47,1.05,0.100016
0.48,1.05,0.10388
0.49,1.05,0.1078
0.5,1.05,0.111775
0.51,1.05,0.115804
0.52,1.05,0.119886
0.53,1.05,0.12402
0.54,1.05,0.128205
0.55,1.05,0.13244
0.56,1.05,0.136724
0.57,1.05,0.141056
0.58,1.05,0.145435
0.59,1.05,0.14986
0.6,1.05,0.15433
0.61,1.05,0.158844
0.62,1.05,0.163401
0.63,1.05,0.168
0.64,1.05,0.17264
0.65,1.05,0.17732
0.66,1.05,0.182039
0.67,1.05,0.186796
0.68,1.05,0.19159
0.69,1.05,0.19642
0.7,1.05,0.201285
0.71,1.05,0.206184
0.72,1.05,0.211116
0.73,1.05,0.21608
0.74,1.05,0.221075
0.75,1.05,0.2261
0.76,1.05,0.231154
0.77,1.05,0.236236
0.78,1.05,0.241345
0.79,1.05,0.24648
0.8,1.05,0.25164
0.81,1.05,0.256824
0.82,1.05,0.262031
0.83,1.05,0.26726
0.84,1.05,0.27251
0.85,1.05,0.27778
0.86,1.05,0.283069
0.87,1.05,0.288376
0.88,1.05,0.2937
0.89,1.05,0.29904
0.9,1.05,0.304395
0.91,1.05,0.309764
0.92,1.05,0.315146
0.93,1.05,0.32054
0.94,1.05,0.325945
0.95,1.05,0.33136
0.96,1.05,0.336784
0.97,1.05,0.342216
0.98,1.05,0.347655
0.99,1.05,0.3531
1,1.05,0.35855
1.01,1.05,0.364004
1.02,1.05,0.369461
1.03,1.05,0.37492
1.04,1.05,0.38038
1.05,1.05,0.38584
1.06,1.05,0.391333
1.07,1.05,0.396893
1.08,1.05,0.40252
1.09,1.05,0.408213
1.1,1.05,0.413973
1.11,1.05,0.4198
1.12,1.05,0.425693
1.13,1.05,0.431653
1.14,1.05,0.43768
1.15,1.05,0.443773
1.16,1.05,0.449933
1.17,1.05,0.45616
1.18,1.05,0.462453
1.19,1.05,0.468813
1.2,1.05,0.47524
1.21,1.05,0.481733
1.22,1.05,0.488293
1.23,1.05,0.49492
1.24,1.05,0.501613
1.25,1.05,0.508373
1.26,1.05,0.5152
1.27,1.05,0.522093
1.28,1.05,0.529053
1.29,1.05,0.53608
1.3,1.05,0.543173
1.31,1.05,0.550333
1.32,1.05,0.55756
1.33,1.05,0.564853
1.34,1.05,0.572213
1.35,1.05,0.57964
1.36,1.05,0.587133
1.37,1.05,0.594693
1.38,1.05,0.60232
1.39,1.05,0.610013
1.4,1.05,0.617773
1.41,1.05,0.6256
1.42,1.05,0.633493
1.43,1.05,0.641453
1.44,1.05,0.64948
1.45,1.05,0.657573
1.46,1.05,0.665733
1.47,1.05,0.67396
1.48,1.05,0.682253
1.49,1.05,0.690613
1.5,1.05,0.69904
1.51,1.05,0.707533
1.52,1.05,0.716093
1.53,1.05,0.72472
1.54,1.05,0.733413
1.55,1.05,0.742173
1.56,1.05,0.751
1.57,1.05,0.759893
1.58,1.05,0.768853
1.59,1.05,0.77788
1.6,1.05,0.786973
1.61,1.05,0.796133
1.62,1.05,0.80536
1.63,1.05,0.814653
1.64,1.05,0.824013
1.65,1.05,0.83344
1.66,1.05,0.842933
1.67,1.05,0.852493
1.68,1.05,0.86212
1.69,1.05,0.871813
1.7,1.05,0.881573
1.71,1.05,0.8914
1.72,1.05,0.901293
1.73,1.05,0.911253
1.74,1.05,0.92128
1.75,1.05,0.931373
1.76,1.05,0.941533
1.77,1.05,0.95176
1.78,1.05,0.962053
1.79,1.05,0.972413
1.8,1.05,0.98284
1.81,1.05,0.993333
1.82,1.05,1.00389
1.83,1.05,1.01452
1.84,1.05,1.02521
1.85,1.05,1.03597
1.86,1.05,1.0468
1.87,1.05,1.05769
1.88,1.05,1.06865
1.89,1.05,1.07968
1.9,1.05,1.09077
1.91,1.05,1.10193
1.92,1.05,1.11316
1.93,1.05,1.12445
1.94,1.05,1.13581
1.95,1.05,1.14724
1.96,1.05,1.15873
1.97,1.05,1.17029
1.98,1.05,1.18192
1.99,1.05,1.19361
0,1.06,0
0.01,1.06,0.000105
0.02,1.06,0.000314
0.03,1.06,0.000626
0.04,1.06,0.00104
0.05,1.06,0.001555
0.06,1.06,0.00217
0.07,1.06,0.002884
0.08,1.06,0.003696
0.09,1.06,0.004605
0.1,1.06,0.00561
0.11,1.06,0.00671
0.12,1.06,0.007904
0.13,1.06,0.009191
0.14,1.06,0.01057
0.15,1.06,0.01204
0.16,1.06,0.0136
0.17,1.06,0.015249
0.18,1.06,0.016986
0.19,1.06,0.01881
0.2,1.06,0.02072
0.21,1.06,0.022715
0.22,1.06,0.024794
0.23,1.06,0.026956
0.24,1.06,0.0292
0.25,1.06,0.031525
0.26,1.06,0.03393
0.27,1.06,0.036414
0.28,1.06,0.038976
0.29,1.06,0.041615
0.3,1.06,0.04433
0.31,1.06,0.04712
0.32,1.06,0.049984
0.33,1.06,0.052921
0.34,1.06,0.05593
0.35,1.06,0.05901
0.36,1.06,0.06216
0.37,1.06,0.065379
0.38,1.06,0.068666
0.39,1.06,0.07202
0.4,1.06,0.07544
0.41,1.06,0.078925
0.42,1.06,0.082474
0.43,1.06,0.086086
0.44,1.06,0.08976
0.45,1.06,0.093495
0.46,1.06,0.09729
0.47,1.06,0.101144
0.48,1.06,0.105056
0.49,1.06,0.109025
0.5,1.06,0.11305
0.51,1.06,0.11713
0.52,1.06,0.121264
0.53,1.06,0.125451
0.54,1.06,0.12969
0.55,1.06,0.13398
0.56,1.06,0.13832
0.57,1.06,0.142709
0.58,1.06,0.147146
0.59,1.06,0.15163
0.6,1.06,0.15616
0.61,1.06,0.160735
0.62,1.06,0.165354
0.63,1.06,0.170016
0.64,1.06,0.17472
0.65,1.06,0.179465
0.66,1.06,0.18425
0.67,1.06,0.189074
0.68,1.06,0.193936
0.69,1.06,0.198835
0.7,1.06,0.20377
0.71,1.06,0.20874
0.72,1.06,0.213744
0.73,1.06,0.218781
0.74,1.06,0.22385
0.75,1.06,0.22895
0.76,1.06,0.23408
0.77,1.06,0.239239
0.78,1.06,0.244426
0.79,1.06,0.24964
0.8,1.06,0.25488
0.81,1.06,0.260145
0.82,1.06,0.265434
0.83,1.06,0.270746
0.84,1.06,0.27608
0.85,1.06,0.281435
0.86,1.06,0.28681
0.87,1.06,0.292204
0.88,1.06,0.297616
0.89,1.06,0.303045
0.9,1.06,0.30849
0.91,1.06,0.31395
0.92,1.06,0.319424
0.93,1.06,0.324911
0.94,1.06,0.33041
0.95,1.06,0.33592
0.96,1.06,0.34144
0.97,1.06,0.346969
0.98,1.06,0.352506
0.99,1.06,0.35805
1,1.06,0.3636
1.01,1.06,0.369155
1.02,1.06,0.374714
1.03,1.06,0.380276
1.04,1.06,0.38584
1.05,1.06,0.391405
1.06,1.06,0.39697
1.07,1.06,0.402568
1.08,1.06,0.408233
1.09,1.06,0.413965
1.1,1.06,0.419763
1.11,1.06,0.425628
1.12,1.06,0.43156
1.13,1.06,0.437558
1.14,1.06,0.443623
1.15,1.06,0.449755
1.16,1.06,0.455953
1.17,1.06,0.462218
1.18,1.06,0.46855
1.19,1.06,0.474948
1.2,1.06,0.481413
1.21,1.06,0.487945
1.22,1.06,0.494543
1.23,1.06,0.501208
1.24,1.06,0.50794
1.25,1.06,0.514738
1.26,1.06,0.521603
1.27,1.06,0.528535
1.28,1.06,0.535533
1.29,1.06,0.542598
1.3,1.06,0.54973
1.31,1.06,0.556928
1.32,1.06,0.564193
1.33,1.06,0.571525
1.34,1.06,0.578923
1.35,1.06,0.586388
1.36,1.06,0.59392
1.37,1.06,0.601518
1.38,1.06,0.609183
1.39,1.06,0.616915
1.4,1.06,0.624713
1.41,1.06,0.632578
1.42,1.06,0.64051
1.43,1.06,0.648508
1.44,1.06,0.656573
1.45,1.06,0.664705
1.46,1.06,0.672903
1.47,1.06,0.681168
1.48,1.06,0.6895
1.49,1.06,0.697898
1.5,1.06,0.706363
1.51,1.06,0.714895
1.52,1.06,0.723493
1.53,1.06,0.732158
1.54,1.06,0.74089
1.55,1.06,0.749688
1.56,1.06,0.758553
1.57,1.06,0.767485
1.58,1.06,0.776483
1.59,1.06,0.785548
1.6,1.06,0.79468
1.61,1.06,0.803878
1.62,1.06,0.813143
1.63,1.06,0.822475
1.64,1.06,0.831873
1.65,1.06,0.841338
1.66,1.06,0.85087
1.67,1.06,0.860468
1.68,1.06,0.870133
1.69,1.06,0.879865
1.7,1.06,0.889663
1.71,1.06,0.899528
1.72,1.06,0.90946
1.73,1.06,0.919458
1.74,1.06,0.929523
1.75,1.06,0.939655
1.76,1.06,0.949853
1.77,1.06,0.960118
1.78,1.06,0.97045
1.79,1.06,0.980848
1.8,1.06,0.991313
1.81,1.06,1.00184
1.82,1.06,1.01244
1.83,1.06,1.02311
1.84,1.06,1.03384
1.85,1.06,1.04464
1.86,1.06,1.0555
1.87,1.06,1.06644
1.88,1.06,1.07743
1.89,1.06,1.0885
1.9,1.06,1.09963
1.91,1.06,1.11083
1.92,1.06,1.12209
1.93,1.06,1.13342
1.94,1.06,1.14482
1.95,1.06,1.15629
1.96,1.06,1.16782
1.97,1.06,1.17942
1.98,1.06,1.19108
1.99,1.06,1.20282
0,1.07,0
0.01,1.07,0.000106
0.02,1.07,0.000317
0.03,1.07,0.000632
0.04,1.07,0.00105
0.05,1.07,0.00157
0.06,1.07,0.002191
0.07,1.07,0.002912
0.08,1.07,0.003732
0.09,1.07,0.00465
0.1,1.07,0.005665
0.11,1.07,0.006776
0.12,1.07,0.007982
0.13,1.07,0.009282
0.14,1.07,0.010675
0.15,1.07,0.01216
0.16,1.07,0.013736
0.17,1.07,0.015402
0.18,1.07,0.017157
0.19,1.07,0.019
0.2,1.07,0.02093
0.21,1.07,0.022946
0.22,1.07,0.025047
0.23,1.07,0.027232
0.24,1.07,0.0295
0.25,1.07,0.03185
0.26,1.07,0.034281
0.27,1.07,0.036792
0.28,1.07,0.039382
0.29,1.07,0.04205
0.3,1.07,0.044795
0.31,1.07,0.047616
0.32,1.07,0.050512
0.33,1.07,0.053482
0.34,1.07,0.056525
0.35,1.07,0.05964
0.36,1.07,0.062826
0.37,1.07,0.066082
0.38,1.07,0.069407
0.39,1.07,0.0728
0.4,1.07,0.07626
0.41,1.07,0.079786
0.42,1.07,0.083377
0.43,1.07,0.087032
0.44,1.07,0.09075
0.45,1.07,0.09453
0.46,1.07,0.098371
0.47,1.07,0.102272
0.48,1.07,0.106232
0.49,1.07,0.11025
0.5,1.07,0.114325
0.51,1.07,0.118456
0.52,1.07,0.122642
0.53,1.07,0.126882
0.54,1.07,0.131175
0.55,1.07,0.13552
0.56,1.07,0.139916
0.57,1.07,0.144362
0.58,1.07,0.148857
0.59,1.07,0.1534
0.6,1.07,0.15799
0.61,1.07,0.162626
0.62,1.07,0.167307
0.63,1.07,0.172032
0.64,1.07,0.1768
0.65,1.07,0.18161
0.66,1.07,0.186461
0.67,1.07,0.191352
0.68,1.07,0.196282
0.69,1.07,0.20125
0.7,1.07,0.206255
0.71,1.07,0.211296
0.72,1.07,0.216372
0.73,1.07,0.221482
0.74,1.07,0.226625
0.75,1.07,0.2318
0.76,1.07,0.237006
0.77,1.07,0.242242
0.78,1.07,0.247507
0.79,1.07,0.2528
0.8,1.07,0.25812
0.81,1.07,0.263466
0.82,1.07,0.268837
0.83,1.07,0.274232
0.84,1.07,0.27965
0.85,1.07,0.28509
0.86,1.07,0.290551
0.87,1.07,0.296032
0.88,1.07,0.301532
0.89,1.07,0.30705
0.9,1.07,0.312585
0.91,1.07,0.318136
0.92,1.07,0.323702
0.93,1.07,0.329282
0.94,1.07,0.334875
0.95,1.07,0.34048
0.96,1.07,0.346096
0.97,1.07,0.351722
0.98,1.07,0.357357
0.99,1.07,0.363
1,1.07,0.36865
1.01,1.07,0.374306
1.02,1.07,0.379967
1.03,1.07,0.385632
1.04,1.07,0.3913
1.05,1.07,0.39697
1.06,1.07,0.402641
1.07,1.07,0.408312
1.08,1.07,0.414016
1.09,1.07,0.419787
1.1,1.07,0.425625
1.11,1.07,0.431529
1.12,1.07,0.4375
1.13,1.07,0.443538
1.14,1.07,0.449642
1.15,1.07,0.455813
1.16,1.07,0.462051
1.17,1.07,0.468355
1.18,1.07,0.474726
1.19,1.07,0.481164
1.2,1.07,0.487668
1.21,1.07,0.494239
1.22,1.07,0.500877
1.23,1.07,0.507581
1.24,1.07,0.514352
1.25,1.07,0.52119
1.26,1.07,0.528094
1.27,1.07,0.535065
1.28,1.07,0.542103
1.29,1.07,0.549207
1.3,1.07,0.556378
1.31,1.07,0.563616
1.32,1.07,0.57092
1.33,1.07,0.578291
1.34,1.07,0.585729
1.35,1.07,0.593233
