x,t,u
0.55,0.37,0.03966
0.56,0.37,0.0415593
0.57,0.37,0.0435253
0.58,0.37,0.045558
0.59,0.37,0.0476573
0.6,0.37,0.0498233
0.61,0.37,0.052056
0.62,0.37,0.0543553
0.63,0.37,0.0567213
0.64,0.37,0.059154
0.65,0.37,0.0616533
0.66,0.37,0.0642193
0.67,0.37,0.066852
0.68,0.37,0.0695513
0.69,0.37,0.0723173
0.7,0.37,0.07515
0.71,0.37,0.0780493
0.72,0.37,0.0810153
0.73,0.37,0.084048
0.74,0.37,0.0871473
0.75,0.37,0.0903133
0.76,0.37,0.093546
0.77,0.37,0.0968453
0.78,0.37,0.100211
0.79,0.37,0.103644
0.8,0.37,0.107143
0.81,0.37,0.110709
0.82,0.37,0.114342
0.83,0.37,0.118041
0.84,0.37,0.121807
0.85,0.37,0.12564
0.86,0.37,0.129539
0.87,0.37,0.133505
0.88,0.37,0.137538
0.89,0.37,0.141637
0.9,0.37,0.145803
0.91,0.37,0.150036
0.92,0.37,0.154335
0.93,0.37,0.158701
0.94,0.37,0.163134
0.95,0.37,0.167633
0.96,0.37,0.172199
0.97,0.37,0.176832
0.98,0.37,0.181531
0.99,0.37,0.186297
1,0.37,0.19113
1.01,0.37,0.196029
1.02,0.37,0.200995
1.03,0.37,0.206028
1.04,0.37,0.211127
1.05,0.37,0.216293
1.06,0.37,0.221526
1.07,0.37,0.226825
1.08,0.37,0.232191
1.09,0.37,0.237624
1.1,0.37,0.243123
1.11,0.37,0.248689
1.12,0.37,0.254322
1.13,0.37,0.260021
1.14,0.37,0.265787
1.15,0.37,0.27162
1.16,0.37,0.277519
1.17,0.37,0.283485
1.18,0.37,0.289518
1.19,0.37,0.295617
1.2,0.37,0.301783
1.21,0.37,0.308016
1.22,0.37,0.314315
1.23,0.37,0.320681
1.24,0.37,0.327114
1.25,0.37,0.333613
1.26,0.37,0.340179
1.27,0.37,0.346812
1.28,0.37,0.353511
1.29,0.37,0.360277
1.3,0.37,0.36711
1.31,0.37,0.374009
1.32,0.37,0.380975
1.33,0.37,0.388008
1.34,0.37,0.395107
1.35,0.37,0.402273
1.36,0.37,0.409506
1.37,0.37,0.416805
1.38,0.37,0.424171
1.39,0.37,0.431604
1.4,0.37,0.439103
1.41,0.37,0.446669
1.42,0.37,0.454302
1.43,0.37,0.462001
1.44,0.37,0.469767
1.45,0.37,0.4776
1.46,0.37,0.485499
1.47,0.37,0.493465
1.48,0.37,0.501498
1.49,0.37,0.509597
1.5,0.37,0.517763
1.51,0.37,0.525996
1.52,0.37,0.534295
1.53,0.37,0.542661
1.54,0.37,0.551094
1.55,0.37,0.559593
1.56,0.37,0.568159
1.57,0.37,0.576792
1.58,0.37,0.585491
1.59,0.37,0.594257
1.6,0.37,0.60309
1.61,0.37,0.611989
1.62,0.37,0.620955
1.63,0.37,0.629988
1.64,0.37,0.639087
1.65,0.37,0.648253
1.66,0.37,0.657486
1.67,0.37,0.666785
1.68,0.37,0.676151
1.69,0.37,0.685584
1.7,0.37,0.695083
1.71,0.37,0.704649
1.72,0.37,0.714282
1.73,0.37,0.723981
1.74,0.37,0.733747
1.75,0.37,0.74358
1.76,0.37,0.753479
1.77,0.37,0.763445
1.78,0.37,0.773478
1.79,0.37,0.783577
1.8,0.37,0.793743
1.81,0.37,0.803976
1.82,0.37,0.814275
1.83,0.37,0.824641
1.84,0.37,0.835074
1.85,0.37,0.845573
1.86,0.37,0.856139
1.87,0.37,0.866772
1.88,0.37,0.877471
1.89,0.37,0.888237
1.9,0.37,0.89907
1.91,0.37,0.909969
1.92,0.37,0.920935
1.93,0.37,0.931968
1.94,0.37,0.943067
1.95,0.37,0.954233
1.96,0.37,0.965466
1.97,0.37,0.976765
1.98,0.37,0.988131
1.99,0.37,0.999564
0,0.38,0
0.01,0.38,3.7e-05
0.02,0.38,0.00011
0.03,0.38,0.000218
0.04,0.38,0.00036
0.05,0.38,0.000535
0.06,0.38,0.000742
0.07,0.38,0.00098
0.08,0.38,0.001248
0.09,0.38,0.001545
0.1,0.38,0.00187
0.11,0.38,0.002222
0.12,0.38,0.0026
0.13,0.38,0.003003
0.14,0.38,0.00343
0.15,0.38,0.00388
0.16,0.38,0.004352
0.17,0.38,0.004845
0.18,0.38,0.005358
0.19,0.38,0.00589
0.2,0.38,0.00644
0.21,0.38,0.007007
0.22,0.38,0.00759
0.23,0.38,0.008188
0.24,0.38,0.0088
0.25,0.38,0.009425
0.26,0.38,0.010062
0.27,0.38,0.01071
0.28,0.38,0.011368
0.29,0.38,0.012035
0.3,0.38,0.01271
0.31,0.38,0.013392
0.32,0.38,0.01408
0.33,0.38,0.014773
0.34,0.38,0.01547
0.35,0.38,0.01617
0.36,0.38,0.016872
0.37,0.38,0.017575
0.38,0.38,0.018278
0.39,0.38,0.0190143
0.4,0.38,0.0198173
0.41,0.38,0.020687
0.42,0.38,0.0216233
0.43,0.38,0.0226263
0.44,0.38,0.023696
0.45,0.38,0.0248323
0.46,0.38,0.0260353
0.47,0.38,0.027305
0.48,0.38,0.0286413
0.49,0.38,0.0300443
0.5,0.38,0.031514
0.51,0.38,0.0330503
0.52,0.38,0.0346533
0.53,0.38,0.036323
0.54,0.38,0.0380593
0.55,0.38,0.0398623
0.56,0.38,0.041732
0.57,0.38,0.0436683
0.58,0.38,0.0456713
0.59,0.38,0.047741
0.6,0.38,0.0498773
0.61,0.38,0.0520803
0.62,0.38,0.05435
0.63,0.38,0.0566863
0.64,0.38,0.0590893
0.65,0.38,0.061559
0.66,0.38,0.0640953
0.67,0.38,0.0666983
0.68,0.38,0.069368
0.69,0.38,0.0721043
0.7,0.38,0.0749073
0.71,0.38,0.077777
0.72,0.38,0.0807133
0.73,0.38,0.0837163
0.74,0.38,0.086786
0.75,0.38,0.0899223
0.76,0.38,0.0931253
0.77,0.38,0.096395
0.78,0.38,0.0997313
0.79,0.38,0.103134
0.8,0.38,0.106604
0.81,0.38,0.11014
0.82,0.38,0.113743
0.83,0.38,0.117413
0.84,0.38,0.121149
0.85,0.38,0.124952
0.86,0.38,0.128822
0.87,0.38,0.132758
0.88,0.38,0.136761
0.89,0.38,0.140831
0.9,0.38,0.144967
0.91,0.38,0.14917
0.92,0.38,0.15344
0.93,0.38,0.157776
0.94,0.38,0.162179
0.95,0.38,0.166649
0.96,0.38,0.171185
0.97,0.38,0.175788
0.98,0.38,0.180458
0.99,0.38,0.185194
1,0.38,0.189997
1.01,0.38,0.194867
1.02,0.38,0.199803
1.03,0.38,0.204806
1.04,0.38,0.209876
1.05,0.38,0.215012
1.06,0.38,0.220215
1.07,0.38,0.225485
1.08,0.38,0.230821
1.09,0.38,0.236224
1.1,0.38,0.241694
1.11,0.38,0.24723
1.12,0.38,0.252833
1.13,0.38,0.258503
1.14,0.38,0.264239
1.15,0.38,0.270042
1.16,0.38,0.275912
1.17,0.38,0.281848
1.18,0.38,0.287851
1.19,0.38,0.293921
1.2,0.38,0.300057
1.21,0.38,0.30626
1.22,0.38,0.31253
1.23,0.38,0.318866
1.24,0.38,0.325269
1.25,0.38,0.331739
1.26,0.38,0.338275
1.27,0.38,0.344878
1.28,0.38,0.351548
1.29,0.38,0.358284
1.3,0.38,0.365087
1.31,0.38,0.371957
1.32,0.38,0.378893
1.33,0.38,0.385896
1.34,0.38,0.392966
1.35,0.38,0.400102
1.36,0.38,0.407305
1.37,0.38,0.414575
1.38,0.38,0.421911
1.39,0.38,0.429314
1.4,0.38,0.436784
1.41,0.38,0.44432
1.42,0.38,0.451923
1.43,0.38,0.459593
1.44,0.38,0.467329
1.45,0.38,0.475132
1.46,0.38,0.483002
1.47,0.38,0.490938
1.48,0.38,0.498941
1.49,0.38,0.507011
1.5,0.38,0.515147
1.51,0.38,0.52335
1.52,0.38,0.53162
1.53,0.38,0.539956
1.54,0.38,0.548359
1.55,0.38,0.556829
1.56,0.38,0.565365
1.57,0.38,0.573968
1.58,0.38,0.582638
1.59,0.38,0.591374
1.6,0.38,0.600177
1.61,0.38,0.609047
1.62,0.38,0.617983
1.63,0.38,0.626986
1.64,0.38,0.636056
1.65,0.38,0.645192
1.66,0.38,0.654395
1.67,0.38,0.663665
1.68,0.38,0.673001
1.69,0.38,0.682404
1.7,0.38,0.691874
1.71,0.38,0.70141
1.72,0.38,0.711013
1.73,0.38,0.720683
1.74,0.38,0.730419
1.75,0.38,0.740222
1.76,0.38,0.750092
1.77,0.38,0.760028
1.78,0.38,0.770031
1.79,0.38,0.780101
1.8,0.38,0.790237
1.81,0.38,0.80044
1.82,0.38,0.81071
1.83,0.38,0.821046
1.84,0.38,0.831449
1.85,0.38,0.841919
1.86,0.38,0.852455
1.87,0.38,0.863058
1.88,0.38,0.873728
1.89,0.38,0.884464
1.9,0.38,0.895267
1.91,0.38,0.906137
1.92,0.38,0.917073
1.93,0.38,0.928076
1.94,0.38,0.939146
1.95,0.38,0.950282
1.96,0.38,0.961485
1.97,0.38,0.972755
1.98,0.38,0.984091
1.99,0.38,0.995494
0,0.39,0
0.01,0.39,3.8e-05
0.02,0.39,0.000113
0.03,0.39,0.000224
0.04,0.39,0.00037
0.05,0.39,0.00055
0.06,0.39,0.000763
0.07,0.39,0.001008
0.08,0.39,0.001284
0.09,0.39,0.00159
0.1,0.39,0.001925
0.11,0.39,0.002288
0.12,0.39,0.002678
0.13,0.39,0.003094
0.14,0.39,0.003535
0.15,0.39,0.004
0.16,0.39,0.004488
0.17,0.39,0.004998
0.18,0.39,0.005529
0.19,0.39,0.00608
0.2,0.39,0.00665
0.21,0.39,0.007238
0.22,0.39,0.007843
0.23,0.39,0.008464
0.24,0.39,0.0091
0.25,0.39,0.00975
0.26,0.39,0.010413
0.27,0.39,0.011088
0.28,0.39,0.011774
0.29,0.39,0.01247
0.3,0.39,0.013175
0.31,0.39,0.013888
0.32,0.39,0.014608
0.33,0.39,0.015334
0.34,0.39,0.016065
0.35,0.39,0.0168
0.36,0.39,0.017538
0.37,0.39,0.018278
0.38,0.39,0.019019
0.39,0.39,0.01976
0.4,0.39,0.0205343
0.41,0.39,0.0213753
0.42,0.39,0.022283
0.43,0.39,0.0232573
0.44,0.39,0.0242983
0.45,0.39,0.025406
0.46,0.39,0.0265803
0.47,0.39,0.0278213
0.48,0.39,0.029129
0.49,0.39,0.0305033
0.5,0.39,0.0319443
0.51,0.39,0.033452
0.52,0.39,0.0350263
0.53,0.39,0.0366673
0.54,0.39,0.038375
0.55,0.39,0.0401493
0.56,0.39,0.0419903
0.57,0.39,0.043898
0.58,0.39,0.0458723
0.59,0.39,0.0479133
0.6,0.39,0.050021
0.61,0.39,0.0521953
0.62,0.39,0.0544363
0.63,0.39,0.056744
0.64,0.39,0.0591183
0.65,0.39,0.0615593
0.66,0.39,0.064067
0.67,0.39,0.0666413
0.68,0.39,0.0692823
0.69,0.39,0.07199
0.7,0.39,0.0747643
0.71,0.39,0.0776053
0.72,0.39,0.080513
0.73,0.39,0.0834873
0.74,0.39,0.0865283
0.75,0.39,0.089636
0.76,0.39,0.0928103
0.77,0.39,0.0960513
0.78,0.39,0.099359
0.79,0.39,0.102733
0.8,0.39,0.106174
0.81,0.39,0.109682
0.82,0.39,0.113256
0.83,0.39,0.116897
0.84,0.39,0.120605
0.85,0.39,0.124379
0.86,0.39,0.12822
0.87,0.39,0.132128
0.88,0.39,0.136102
0.89,0.39,0.140143
0.9,0.39,0.144251
0.91,0.39,0.148425
0.92,0.39,0.152666
0.93,0.39,0.156974
0.94,0.39,0.161348
0.95,0.39,0.165789
0.96,0.39,0.170297
0.97,0.39,0.174871
0.98,0.39,0.179512
0.99,0.39,0.18422
1,0.39,0.188994
1.01,0.39,0.193835
1.02,0.39,0.198743
1.03,0.39,0.203717
1.04,0.39,0.208758
1.05,0.39,0.213866
1.06,0.39,0.21904
1.07,0.39,0.224281
1.08,0.39,0.229589
1.09,0.39,0.234963
1.1,0.39,0.240404
1.11,0.39,0.245912
1.12,0.39,0.251486
1.13,0.39,0.257127
1.14,0.39,0.262835
1.15,0.39,0.268609
1.16,0.39,0.27445
1.17,0.39,0.280358
1.18,0.39,0.286332
1.19,0.39,0.292373
1.2,0.39,0.298481
1.21,0.39,0.304655
1.22,0.39,0.310896
1.23,0.39,0.317204
1.24,0.39,0.323578
1.25,0.39,0.330019
1.26,0.39,0.336527
1.27,0.39,0.343101
1.28,0.39,0.349742
1.29,0.39,0.35645
1.3,0.39,0.363224
1.31,0.39,0.370065
1.32,0.39,0.376973
1.33,0.39,0.383947
1.34,0.39,0.390988
1.35,0.39,0.398096
1.36,0.39,0.40527
1.37,0.39,0.412511
1.38,0.39,0.419819
1.39,0.39,0.427193
1.4,0.39,0.434634
1.41,0.39,0.442142
1.42,0.39,0.449716
1.43,0.39,0.457357
1.44,0.39,0.465065
1.45,0.39,0.472839
1.46,0.39,0.48068
1.47,0.39,0.488588
1.48,0.39,0.496562
1.49,0.39,0.504603
1.5,0.39,0.512711
1.51,0.39,0.520885
1.52,0.39,0.529126
1.53,0.39,0.537434
1.54,0.39,0.545808
1.55,0.39,0.554249
1.56,0.39,0.562757
1.57,0.39,0.571331
1.58,0.39,0.579972
1.59,0.39,0.58868
1.6,0.39,0.597454
1.61,0.39,0.606295
1.62,0.39,0.615203
1.63,0.39,0.624177
1.64,0.39,0.633218
1.65,0.39,0.642326
1.66,0.39,0.6515
1.67,0.39,0.660741
1.68,0.39,0.670049
1.69,0.39,0.679423
1.7,0.39,0.688864
1.71,0.39,0.698372
1.72,0.39,0.707946
1.73,0.39,0.717587
1.74,0.39,0.727295
1.75,0.39,0.737069
1.76,0.39,0.74691
1.77,0.39,0.756818
1.78,0.39,0.766792
1.79,0.39,0.776833
1.8,0.39,0.786941
1.81,0.39,0.797115
1.82,0.39,0.807356
1.83,0.39,0.817664
1.84,0.39,0.828038
1.85,0.39,0.838479
1.86,0.39,0.848987
1.87,0.39,0.859561
1.88,0.39,0.870202
1.89,0.39,0.88091
1.9,0.39,0.891684
1.91,0.39,0.902525
1.92,0.39,0.913433
1.93,0.39,0.924407
1.94,0.39,0.935448
1.95,0.39,0.946556
1.96,0.39,0.95773
1.97,0.39,0.968971
1.98,0.39,0.980279
1.99,0.39,0.991653
0,0.4,0
0.01,0.4,3.9e-05
0.02,0.4,0.000116
0.03,0.4,0.00023
0.04,0.4,0.00038
0.05,0.4,0.000565
0.06,0.4,0.000784
0.07,0.4,0.001036
0.08,0.4,0.00132
0.09,0.4,0.001635
0.1,0.4,0.00198
0.11,0.4,0.002354
0.12,0.4,0.002756
0.13,0.4,0.003185
0.14,0.4,0.00364
0.15,0.4,0.00412
0.16,0.4,0.004624
0.17,0.4,0.005151
0.18,0.4,0.0057
0.19,0.4,0.00627
0.2,0.4,0.00686
0.21,0.4,0.007469
0.22,0.4,0.008096
0.23,0.4,0.00874
0.24,0.4,0.0094
0.25,0.4,0.010075
0.26,0.4,0.010764
0.27,0.4,0.011466
0.28,0.4,0.01218
0.29,0.4,0.012905
0.3,0.4,0.01364
0.31,0.4,0.014384
0.32,0.4,0.015136
0.33,0.4,0.015895
0.34,0.4,0.01666
0.35,0.4,0.01743
0.36,0.4,0.018204
0.37,0.4,0.018981
0.38,0.4,0.01976
0.39,0.4,0.02054
0.4,0.4,0.02132
0.41,0.4,0.0221333
0.42,0.4,0.0230133
0.43,0.4,0.02396
0.44,0.4,0.0249733
0.45,0.4,0.0260533
0.46,0.4,0.0272
0.47,0.4,0.0284133
0.48,0.4,0.0296933
0.49,0.4,0.03104
0.5,0.4,0.0324533
0.51,0.4,0.0339333
0.52,0.4,0.03548
0.53,0.4,0.0370933
0.54,0.4,0.0387733
0.55,0.4,0.04052
0.56,0.4,0.0423333
0.57,0.4,0.0442133
0.58,0.4,0.04616
0.59,0.4,0.0481733
0.6,0.4,0.0502533
0.61,0.4,0.0524
0.62,0.4,0.0546133
0.63,0.4,0.0568933
0.64,0.4,0.05924
0.65,0.4,0.0616533
0.66,0.4,0.0641333
0.67,0.4,0.06668
0.68,0.4,0.0692933
0.69,0.4,0.0719733
0.7,0.4,0.07472
0.71,0.4,0.0775333
0.72,0.4,0.0804133
0.73,0.4,0.08336
0.74,0.4,0.0863733
0.75,0.4,0.0894533
0.76,0.4,0.0926
0.77,0.4,0.0958133
0.78,0.4,0.0990933
0.79,0.4,0.10244
0.8,0.4,0.105853
0.81,0.4,0.109333
0.82,0.4,0.11288
0.83,0.4,0.116493
0.84,0.4,0.120173
0.85,0.4,0.12392
0.86,0.4,0.127733
0.87,0.4,0.131613
0.88,0.4,0.13556
0.89,0.4,0.139573
0.9,0.4,0.143653
0.91,0.4,0.1478
0.92,0.4,0.152013
0.93,0.4,0.156293
0.94,0.4,0.16064
0.95,0.4,0.165053
0.96,0.4,0.169533
0.97,0.4,0.17408
0.98,0.4,0.178693
0.99,0.4,0.183373
1,0.4,0.18812
1.01,0.4,0.192933
1.02,0.4,0.197813
1.03,0.4,0.20276
1.04,0.4,0.207773
1.05,0.4,0.212853
1.06,0.4,0.218
1.07,0.4,0.223213
1.08,0.4,0.228493
1.09,0.4,0.23384
1.1,0.4,0.239253
1.11,0.4,0.244733
1.12,0.4,0.25028
1.13,0.4,0.255893
1.14,0.4,0.261573
1.15,0.4,0.26732
1.16,0.4,0.273133
1.17,0.4,0.279013
1.18,0.4,0.28496
1.19,0.4,0.290973
1.2,0.4,0.297053
1.21,0.4,0.3032
1.22,0.4,0.309413
1.23,0.4,0.315693
1.24,0.4,0.32204
1.25,0.4,0.328453
1.26,0.4,0.334933
1.27,0.4,0.34148
1.28,0.4,0.348093
1.29,0.4,0.354773
1.3,0.4,0.36152
1.31,0.4,0.368333
1.32,0.4,0.375213
1.33,0.4,0.38216
1.34,0.4,0.389173
1.35,0.4,0.396253
1.36,0.4,0.4034
1.37,0.4,0.410613
1.38,0.4,0.417893
1.39,0.4,0.42524
1.4,0.4,0.432653
1.41,0.4,0.440133
1.42,0.4,0.44768
1.43,0.4,0.455293
1.44,0.4,0.462973
1.45,0.4,0.47072
1.46,0.4,0.478533
1.47,0.4,0.486413
1.48,0.4,0.49436
1.49,0.4,0.502373
1.5,0.4,0.510453
1.51,0.4,0.5186
1.52,0.4,0.526813
1.53,0.4,0.535093
1.54,0.4,0.54344
1.55,0.4,0.551853
1.56,0.4,0.560333
1.57,0.4,0.56888
1.58,0.4,0.577493
1.59,0.4,0.586173
1.6,0.4,0.59492
1.61,0.4,0.603733
1.62,0.4,0.612613
1.63,0.4,0.62156
1.64,0.4,0.630573
1.65,0.4,0.639653
1.66,0.4,0.6488
1.67,0.4,0.658013
1.68,0.4,0.667293
1.69,0.4,0.67664
1.7,0.4,0.686053
1.71,0.4,0.695533
1.72,0.4,0.70508
1.73,0.4,0.714693
1.74,0.4,0.724373
1.75,0.4,0.73412
1.76,0.4,0.743933
1.77,0.4,0.753813
1.78,0.4,0.76376
1.79,0.4,0.773773
1.8,0.4,0.783853
1.81,0.4,0.794
1.82,0.4,0.804213
1.83,0.4,0.814493
1.84,0.4,0.82484
1.85,0.4,0.835253
1.86,0.4,0.845733
1.87,0.4,0.85628
1.88,0.4,0.866893
1.89,0.4,0.877573
1.9,0.4,0.88832
1.91,0.4,0.899133
1.92,0.4,0.910013
1.93,0.4,0.92096
1.94,0.4,0.931973
1.95,0.4,0.943053
1.96,0.4,0.9542
1.97,0.4,0.965413
1.98,0.4,0.976693
1.99,0.4,0.98804
0,0.41,0
0.01,0.41,4e-05
0.02,0.41,0.000119
0.03,0.41,0.000236
0.04,0.41,0.00039
0.05,0.41,0.00058
0.06,0.41,0.000805
0.07,0.41,0.001064
0.08,0.41,0.001356
0.09,0.41,0.00168
0.1,0.41,0.002035
0.11,0.41,0.00242
0.12,0.41,0.002834
0.13,0.41,0.003276
0.14,0.41,0.003745
0.15,0.41,0.00424
0.16,0.41,0.00476
0.17,0.41,0.005304
0.18,0.41,0.005871
0.19,0.41,0.00646
0.2,0.41,0.00707
0.21,0.41,0.0077
0.22,0.41,0.008349
0.23,0.41,0.009016
0.24,0.41,0.0097
0.25,0.41,0.0104
0.26,0.41,0.011115
0.27,0.41,0.011844
0.28,0.41,0.012586
0.29,0.41,0.01334
0.3,0.41,0.014105
0.31,0.41,0.01488
0.32,0.41,0.015664
0.33,0.41,0.016456
0.34,0.41,0.017255
0.35,0.41,0.01806
0.36,0.41,0.01887
0.37,0.41,0.019684
0.38,0.41,0.020501
0.39,0.41,0.02132
0.4,0.41,0.02214
0.41,0.41,0.02296
0.42,0.41,0.0238133
0.43,0.41,0.0247333
0.44,0.41,0.02572
0.45,0.41,0.0267733
0.46,0.41,0.0278933
0.47,0.41,0.02908
0.48,0.41,0.0303333
0.49,0.41,0.0316533
0.5,0.41,0.03304
0.51,0.41,0.0344933
0.52,0.41,0.0360133
0.53,0.41,0.0376
0.54,0.41,0.0392533
0.55,0.41,0.0409733
0.56,0.41,0.04276
0.57,0.41,0.0446133
0.58,0.41,0.0465333
0.59,0.41,0.04852
0.6,0.41,0.0505733
0.61,0.41,0.0526933
0.62,0.41,0.05488
0.63,0.41,0.0571333
0.64,0.41,0.0594533
0.65,0.41,0.06184
0.66,0.41,0.0642933
0.67,0.41,0.0668133
0.68,0.41,0.0694
0.69,0.41,0.0720533
0.7,0.41,0.0747733
0.71,0.41,0.07756
0.72,0.41,0.0804133
0.73,0.41,0.0833333
0.74,0.41,0.08632
0.75,0.41,0.0893733
0.76,0.41,0.0924933
0.77,0.41,0.09568
0.78,0.41,0.0989333
0.79,0.41,0.102253
0.8,0.41,0.10564
0.81,0.41,0.109093
0.82,0.41,0.112613
0.83,0.41,0.1162
0.84,0.41,0.119853
0.85,0.41,0.123573
0.86,0.41,0.12736
0.87,0.41,0.131213
0.88,0.41,0.135133
0.89,0.41,0.13912
0.9,0.41,0.143173
0.91,0.41,0.147293
0.92,0.41,0.15148
0.93,0.41,0.155733
0.94,0.41,0.160053
0.95,0.41,0.16444
0.96,0.41,0.168893
0.97,0.41,0.173413
0.98,0.41,0.178
0.99,0.41,0.182653
1,0.41,0.187373
1.01,0.41,0.19216
1.02,0.41,0.197013
1.03,0.41,0.201933
1.04,0.41,0.20692
1.05,0.41,0.211973
1.06,0.41,0.217093
1.07,0.41,0.22228
1.08,0.41,0.227533
1.09,0.41,0.232853
1.1,0.41,0.23824
1.11,0.41,0.243693
1.12,0.41,0.249213
1.13,0.41,0.2548
1.14,0.41,0.260453
1.15,0.41,0.266173
1.16,0.41,0.27196
1.17,0.41,0.277813
1.18,0.41,0.283733
1.19,0.41,0.28972
1.2,0.41,0.295773
1.21,0.41,0.301893
1.22,0.41,0.30808
1.23,0.41,0.314333
1.24,0.41,0.320653
1.25,0.41,0.32704
1.26,0.41,0.333493
1.27,0.41,0.340013
1.28,0.41,0.3466
1.29,0.41,0.353253
1.3,0.41,0.359973
1.31,0.41,0.36676
1.32,0.41,0.373613
1.33,0.41,0.380533
1.34,0.41,0.38752
1.35,0.41,0.394573
1.36,0.41,0.401693
1.37,0.41,0.40888
1.38,0.41,0.416133
1.39,0.41,0.423453
1.4,0.41,0.43084
1.41,0.41,0.438293
1.42,0.41,0.445813
1.43,0.41,0.4534
1.44,0.41,0.461053
1.45,0.41,0.468773
1.46,0.41,0.47656
1.47,0.41,0.484413
1.48,0.41,0.492333
1.49,0.41,0.50032
1.5,0.41,0.508373
1.51,0.41,0.516493
1.52,0.41,0.52468
1.53,0.41,0.532933
1.54,0.41,0.541253
1.55,0.41,0.54964
1.56,0.41,0.558093
1.57,0.41,0.566613
1.58,0.41,0.5752
1.59,0.41,0.583853
1.6,0.41,0.592573
1.61,0.41,0.60136
1.62,0.41,0.610213
1.63,0.41,0.619133
1.64,0.41,0.62812
1.65,0.41,0.637173
1.66,0.41,0.646293
1.67,0.41,0.65548
1.68,0.41,0.664733
1.69,0.41,0.674053
1.7,0.41,0.68344
1.71,0.41,0.692893
1.72,0.41,0.702413
1.73,0.41,0.712
1.74,0.41,0.721653
1.75,0.41,0.731373
1.76,0.41,0.74116
1.77,0.41,0.751013
1.78,0.41,0.760933
1.79,0.41,0.77092
1.8,0.41,0.780973
1.81,0.41,0.791093
1.82,0.41,0.80128
1.83,0.41,0.811533
1.84,0.41,0.821853
1.85,0.41,0.83224
1.86,0.41,0.842693
1.87,0.41,0.853213
1.88,0.41,0.8638
1.89,0.41,0.874453
1.9,0.41,0.885173
1.91,0.41,0.89596
1.92,0.41,0.906813
1.93,0.41,0.917733
1.94,0.41,0.92872
1.95,0.41,0.939773
1.96,0.41,0.950893
1.97,0.41,0.96208
1.98,0.41,0.973333
1.99,0.41,0.984653
0,0.42,0
0.01,0.42,4.1e-05
0.02,0.42,0.000122
0.03,0.42,0.000242
0.04,0.42,0.0004
0.05,0.42,0.000595
0.06,0.42,0.000826
0.07,0.42,0.001092
0.08,0.42,0.001392
0.09,0.42,0.001725
0.1,0.42,0.00209
0.11,0.42,0.002486
0.12,0.42,0.002912
0.13,0.42,0.003367
0.14,0.42,0.00385
0.15,0.42,0.00436
0.16,0.42,0.004896
0.17,0.42,0.005457
0.18,0.42,0.006042
0.19,0.42,0.00665
0.2,0.42,0.00728
0.21,0.42,0.007931
0.22,0.42,0.008602
0.23,0.42,0.009292
0.24,0.42,0.01
0.25,0.42,0.010725
0.26,0.42,0.011466
0.27,0.42,0.012222
0.28,0.42,0.012992
0.29,0.42,0.013775
0.3,0.42,0.01457
0.31,0.42,0.015376
0.32,0.42,0.016192
0.33,0.42,0.017017
0.34,0.42,0.01785
0.35,0.42,0.01869
0.36,0.42,0.019536
0.37,0.42,0.020387
0.38,0.42,0.021242
0.39,0.42,0.0221
0.4,0.42,0.02296
0.41,0.42,0.023821
0.42,0.42,0.024682
0.43,0.42,0.0255763
0.44,0.42,0.0265373
0.45,0.42,0.027565
0.46,0.42,0.0286593
0.47,0.42,0.0298203
0.48,0.42,0.031048
0.49,0.42,0.0323423
0.5,0.42,0.0337033
0.51,0.42,0.035131
0.52,0.42,0.0366253
0.53,0.42,0.0381863
0.54,0.42,0.039814
0.55,0.42,0.0415083
0.56,0.42,0.0432693
0.57,0.42,0.045097
0.58,0.42,0.0469913
0.59,0.42,0.0489523
0.6,0.42,0.05098
0.61,0.42,0.0530743
0.62,0.42,0.0552353
0.63,0.42,0.057463
0.64,0.42,0.0597573
0.65,0.42,0.0621183
0.66,0.42,0.064546
0.67,0.42,0.0670403
0.68,0.42,0.0696013
0.69,0.42,0.072229
0.7,0.42,0.0749233
0.71,0.42,0.0776843
0.72,0.42,0.080512
0.73,0.42,0.0834063
0.74,0.42,0.0863673
0.75,0.42,0.089395
0.76,0.42,0.0924893
0.77,0.42,0.0956503
0.78,0.42,0.098878
0.79,0.42,0.102172
0.8,0.42,0.105533
0.81,0.42,0.108961
0.82,0.42,0.112455
0.83,0.42,0.116016
0.84,0.42,0.119644
0.85,0.42,0.123338
0.86,0.42,0.127099
0.87,0.42,0.130927
0.88,0.42,0.134821
0.89,0.42,0.138782
0.9,0.42,0.14281
0.91,0.42,0.146904
0.92,0.42,0.151065
0.93,0.42,0.155293
0.94,0.42,0.159587
0.95,0.42,0.163948
0.96,0.42,0.168376
0.97,0.42,0.17287
0.98,0.42,0.177431
0.99,0.42,0.182059
1,0.42,0.186753
1.01,0.42,0.191514
1.02,0.42,0.196342
1.03,0.42,0.201236
1.04,0.42,0.206197
1.05,0.42,0.211225
1.06,0.42,0.216319
1.07,0.42,0.22148
1.08,0.42,0.226708
1.09,0.42,0.232002
1.1,0.42,0.237363
1.11,0.42,0.242791
1.12,0.42,0.248285
1.13,0.42,0.253846
1.14,0.42,0.259474
1.15,0.42,0.265168
1.16,0.42,0.270929
1.17,0.42,0.276757
1.18,0.42,0.282651
1.19,0.42,0.288612
1.2,0.42,0.29464
1.21,0.42,0.300734
1.22,0.42,0.306895
